Entity,Code,Year,Average annual hours worked by persons engaged (avh) (PWT 9.1 (2019)),Average annual hours worked per employed person (Bick et al 2019),Annual working hours for full-time production workers in non-agricultural activities (Huberman & Minns 2007),Average annual hours actually worked per worker (OECD)
Spain,ESP,1961,2111.5886,,,
Spain,ESP,1962,2094.3887,,,
Spain,ESP,1963,2077.4646,,,
Spain,ESP,1964,2031.7472,,,
Spain,ESP,1965,2024.0238,,,
Spain,ESP,1966,2025.4124,,,
Spain,ESP,1967,2034.2599,,,
Spain,ESP,1968,1996.5132,,,
Spain,ESP,1969,1988.2668,,,
Spain,ESP,1970,1996.2207,,2124,
Spain,ESP,1971,1996.3376,,,
Spain,ESP,1972,1992.1937,,,
Spain,ESP,1973,1980.3586,,,
Spain,ESP,1974,1986.5297,,,
Spain,ESP,1975,1996.3567,,,
Spain,ESP,1976,2006.4636,,,
Spain,ESP,1977,2000.2756,,,2036.3
Spain,ESP,1978,1973.4487,,,2004.9
Spain,ESP,1979,1929.3617,,,1954.3
Spain,ESP,1980,1917.9247,,1968,1936
Spain,ESP,1981,1884.1837,,,1901.59999999999
Spain,ESP,1982,1862.4357,,,1880.3
Spain,ESP,1983,1830.6687,,,1847.9
Spain,ESP,1984,1786.1127,,,1803.4
Spain,ESP,1985,1776.2207,,,1793.3
Spain,ESP,1986,1768.2877,1747.73461914062,,1785.2
Spain,ESP,1987,1760.3707,1812.67077636719,,1777.09999999999
Spain,ESP,1988,1756.3987,1785.98327636719,,1773
Spain,ESP,1989,1744.4807,1793.92065429688,,1760.9
Spain,ESP,1990,1746.4478,1794.10119628906,1832,1762.9
Spain,ESP,1991,1755.3497,1787.52014160156,,1772
Spain,ESP,1992,1747.4857,1783.23034667969,,1763.9
Spain,ESP,1993,1739.5718,1774.95568847656,,1755.8
Spain,ESP,1994,1738.5277,1779.01818847656,,1754.8
Spain,ESP,1995,1738.8168,1781.42919921875,,1754.8
Spain,ESP,1996,1740.2025,1772.56335449219,,1749.7
Spain,ESP,1997,1742.4939,1772.32043457031,,1749.7
Spain,ESP,1998,1750.9642,1778.97009277344,,1753.8
Spain,ESP,1999,1756.0535,1769.57531738281,,1753.8
Spain,ESP,2000,1752.7551,1771.57238769531,1815,1752.8
Spain,ESP,2001,1762.5,1776.9794921875,,1762.09999999999
Spain,ESP,2002,1764.574,1753.7841796875,,1763.59999999999
Spain,ESP,2003,1755.9388,1743.55554199219,,1754.59999999999
Spain,ESP,2004,1741.507,1766.13513183594,,1739.9
Spain,ESP,2005,1725.6006,,,1723.7
Spain,ESP,2006,1715.6556,1737.96264648438,,1713.7
Spain,ESP,2007,1703.4878,1717.79028320312,,1701.3
Spain,ESP,2008,1712.5524,1708.84533691406,,1710.09999999999
Spain,ESP,2009,1719.6741,1682.60461425781,,1715.8
Spain,ESP,2010,1710.3958,1684.80346679688,,1705.8
Spain,ESP,2011,1715.5109,1665.00024414062,,1710.7
Spain,ESP,2012,1701.1927,1669.02392578125,,1696.7
Spain,ESP,2013,1693.5347,1649.59655761719,,1689.8
Spain,ESP,2014,1694.5872,1662.50708007812,,1690.59999999999
Spain,ESP,2015,1699.4991,1660.46740722656,,1694.2
Spain,ESP,2016,1701.3669,,,1701.5
Spain,ESP,2017,1686.4973,,,1689.5
Spain,ESP,2018,,,,1695.5
Spain,ESP,2019,,,,1686
Sri Lanka,LKA,1970,1894.261,,,
Sri Lanka,LKA,1971,1893.8901,,,
Sri Lanka,LKA,1972,1893.8713,,,
Sri Lanka,LKA,1973,1893.9866,,,
Sri Lanka,LKA,1974,1894.1637,,,
Sri Lanka,LKA,1975,1894.3438,,,
Sri Lanka,LKA,1976,1894.2008,,,
Sri Lanka,LKA,1977,1949.3335,,,
Sri Lanka,LKA,1978,1953.4127,,,
Sri Lanka,LKA,1979,1957.5671,,,
Sri Lanka,LKA,1980,1961.8099,,,
Sri Lanka,LKA,1981,1969.6782,,,
Sri Lanka,LKA,1982,1972.9618,,,
Sri Lanka,LKA,1983,1986.3512,,,
Sri Lanka,LKA,1984,1966.2671,,,
Sri Lanka,LKA,1985,1893.4132,,,
Sri Lanka,LKA,1986,1956.422,,,
Sri Lanka,LKA,1987,1962.3741,,,
Sri Lanka,LKA,1988,1968.3154,,,
Sri Lanka,LKA,1989,1974.3776,,,
Sri Lanka,LKA,1990,1980.6451,,,
Sri Lanka,LKA,1991,1997.9506,,,
Sri Lanka,LKA,1992,2001.6265,,,
Sri Lanka,LKA,1993,2017.4285,,,
Sri Lanka,LKA,1994,1961.7678,,,
Sri Lanka,LKA,1995,1943.4845,,,
Sri Lanka,LKA,1996,1936.9487,,,
Sri Lanka,LKA,1997,1894.8599,,,
Sri Lanka,LKA,1998,1910.4878,,,
Sri Lanka,LKA,1999,1932.7937,,,
Sri Lanka,LKA,2000,2000.7396,,,
Sri Lanka,LKA,2001,1975.6603,,,
Sri Lanka,LKA,2002,1812.2015,,,
Sri Lanka,LKA,2003,1733.8713,,,
Sri Lanka,LKA,2004,1856.2976,,,
Sri Lanka,LKA,2005,1887.6925,,,
Sri Lanka,LKA,2006,1835.4296,,,
Sri Lanka,LKA,2007,1861.298,,,
Sri Lanka,LKA,2008,1823.991,,,
Sri Lanka,LKA,2009,1810.6287,,,
Sri Lanka,LKA,2010,1872.3361,,,
Sri Lanka,LKA,2011,1993.5437,,,
Sri Lanka,LKA,2012,2052.9392,,,
Sri Lanka,LKA,2013,1896.4591,,,
Sri Lanka,LKA,2014,1926.2461,,,
Sri Lanka,LKA,2015,1923.9354,,,
Sri Lanka,LKA,2016,1923.9354,,,
Sri Lanka,LKA,2017,1923.9354,,,
Sweden,SWE,1870,,,3436,
Sweden,SWE,1880,,,3187,
Sweden,SWE,1890,,,2937,
Sweden,SWE,1900,,,2745,
Sweden,SWE,1913,,,2745,
Sweden,SWE,1929,,,2152,
Sweden,SWE,1938,,,2131,
Sweden,SWE,1950,1989.3108,,2009,1842
Sweden,SWE,1951,1980.4301,,,1833
Sweden,SWE,1952,1980.4301,,,1833
Sweden,SWE,1953,1960.6948,,,1815
Sweden,SWE,1954,1971.5492,,,1825
Sweden,SWE,1955,1960.6948,,,1815
Sweden,SWE,1956,1936.0258,,,1792
Sweden,SWE,1957,1936.0258,,,1792
Sweden,SWE,1958,1904.4493,,,1763
Sweden,SWE,1959,1878.7936,,,1739
Sweden,SWE,1960,1873.8597,,1902,1735
Sweden,SWE,1961,1875.8333,,,1737
Sweden,SWE,1962,1863.9922,,,1726
Sweden,SWE,1963,1858.0715,,,1720
Sweden,SWE,1964,1827.4819,,,1692
Sweden,SWE,1965,1816.6276,,,1682
Sweden,SWE,1966,1802.813,,,1669
Sweden,SWE,1967,1772.2234,,,1641
Sweden,SWE,1968,1729.7926,,,1601
Sweden,SWE,1969,1707.097,,,1580
Sweden,SWE,1970,1707.097,,1683,1565
Sweden,SWE,1971,1675.2631,,,1536
Sweden,SWE,1972,1635.7161,,,1500
Sweden,SWE,1973,1620.2201,,,1485
Sweden,SWE,1974,1601.4701,,,1468
Sweden,SWE,1975,1577.8241,,,1446
Sweden,SWE,1976,1590.8451,,,1454
Sweden,SWE,1977,1560.8611,,,1430
Sweden,SWE,1978,1523.1381,,,1394
Sweden,SWE,1979,1513.863,,,1384
Sweden,SWE,1980,1516.8071,,1523,1383
Sweden,SWE,1981,1508.4111,,,1375
Sweden,SWE,1982,1522.5421,,,1388
Sweden,SWE,1983,1531.8391,,,1396
Sweden,SWE,1984,1534.0171,,,1398
Sweden,SWE,1985,1538.0541,,,1402
Sweden,SWE,1986,1536.0721,,,1400
Sweden,SWE,1987,1546.1901,,,1409
Sweden,SWE,1988,1565.7601,,,1427
Sweden,SWE,1989,1564.6121,,,1426
Sweden,SWE,1990,1560.9371,,1550,1423
Sweden,SWE,1991,1547.6721,,,1411
Sweden,SWE,1992,1565.2802,,,1427
Sweden,SWE,1993,1596.9991,,,1442
Sweden,SWE,1994,1635.2219,,,1477
Sweden,SWE,1995,1640.3448,1502.75915527344,,1482
Sweden,SWE,1996,1653.0409,1563.91296386719,,1494
Sweden,SWE,1997,1657.969,1600.36962890625,,1498
Sweden,SWE,1998,1656.319,1562.09448242188,,1497
Sweden,SWE,1999,1664.8116,1581.17932128906,,1506
Sweden,SWE,2000,1642.0825,1583.970703125,1645,1486
Sweden,SWE,2001,1618.2073,1559.796875,,1465
Sweden,SWE,2002,1594.8739,1553.58203125,,1445
Sweden,SWE,2003,1581.5632,1530.57214355469,,1432
Sweden,SWE,2004,1605.5105,1542.04602050781,,1453
Sweden,SWE,2005,1605.0636,1563.57800292969,,1452
Sweden,SWE,2006,1599.1272,1557.77221679688,,1451
Sweden,SWE,2007,1611.4955,1559.14379882812,,1462
Sweden,SWE,2008,1616.8645,1577.009765625,,1472
Sweden,SWE,2009,1609.1475,1560.31604003906,,1459
Sweden,SWE,2010,1635.0068,1597.01403808594,,1484
Sweden,SWE,2011,1632.517,1597.54211425781,,1484
Sweden,SWE,2012,1618.3754,1597.06127929688,,1472
Sweden,SWE,2013,1608.7183,1580.92443847656,,1463
Sweden,SWE,2014,1609.4229,1584.59704589844,,1465
Sweden,SWE,2015,1610.072,1575.060546875,,1466
Sweden,SWE,2016,1626.4591,,,1478
Sweden,SWE,2017,1609.2896,,,1467
Sweden,SWE,2018,,,,1466
Sweden,SWE,2019,,,,1452
Switzerland,CHE,1870,,,3195,
Switzerland,CHE,1880,,,3083,
Switzerland,CHE,1890,,,2925,
Switzerland,CHE,1900,,,2834,
Switzerland,CHE,1913,,,2704,
Switzerland,CHE,1929,,,2281,
Switzerland,CHE,1938,,,2085,
Switzerland,CHE,1950,2039.9952,,2092,
Switzerland,CHE,1951,2032.3508,,,
Switzerland,CHE,1952,2024.7351,,,
Switzerland,CHE,1953,2017.1479,,,
Switzerland,CHE,1954,2009.5891,,,
Switzerland,CHE,1955,2002.0587,,,
Switzerland,CHE,1956,1994.5564,,,
Switzerland,CHE,1957,1987.0823,,,
Switzerland,CHE,1958,1979.6362,,,
Switzerland,CHE,1959,1972.218,,,
Switzerland,CHE,1960,1964.8275,,1952,
Switzerland,CHE,1961,1967.6351,,,
Switzerland,CHE,1962,1970.4468,,,
Switzerland,CHE,1963,1973.2623,,,
Switzerland,CHE,1964,1976.082,,,
Switzerland,CHE,1965,1978.9056,,,
Switzerland,CHE,1966,1981.7334,,,
Switzerland,CHE,1967,1984.5652,,,
Switzerland,CHE,1968,1987.401,,,
Switzerland,CHE,1969,1990.2408,,,
Switzerland,CHE,1970,1993.0847,,1835,
Switzerland,CHE,1971,1982.7787,,,
Switzerland,CHE,1972,1958.4653,,,
Switzerland,CHE,1973,1931.6665,,,
Switzerland,CHE,1974,1902.8224,,,
Switzerland,CHE,1975,1894.04,,,
Switzerland,CHE,1976,1890.9156,,,
Switzerland,CHE,1977,1863.4858,,,
Switzerland,CHE,1978,1849.0386,,,
Switzerland,CHE,1979,1836.3763,,,
Switzerland,CHE,1980,1821.8396,,1721,
Switzerland,CHE,1981,1802.5231,,,
Switzerland,CHE,1982,1791.4211,,,
Switzerland,CHE,1983,1776.668,,,
Switzerland,CHE,1984,1757.5706,,,
Switzerland,CHE,1985,1751.3289,,,
Switzerland,CHE,1986,1742.7521,,,
Switzerland,CHE,1987,1741.4824,,,
Switzerland,CHE,1988,1740.955,,,
Switzerland,CHE,1989,1725.7891,,,
Switzerland,CHE,1990,1716.2208,,1617,
Switzerland,CHE,1991,1713.7753,,,1718.09999999999
Switzerland,CHE,1992,1723.1902,,,1725.4
Switzerland,CHE,1993,1719.4904,,,1720.4
Switzerland,CHE,1994,1741.3113,,,1739.7
Switzerland,CHE,1995,1720.2662,,,1720.3
Switzerland,CHE,1996,1696.8719,1709.11877441406,,1696.9
Switzerland,CHE,1997,1687.4536,1709.86157226562,,1687.5
Switzerland,CHE,1998,1695.5345,1705.02978515625,,1695.5
Switzerland,CHE,1999,1717.401,1706.00769042969,,1717.4
Switzerland,CHE,2000,1712.743,1713.59704589844,1597,1712.7
Switzerland,CHE,2001,1672.8507,1714.63671875,,1672.8
Switzerland,CHE,2002,1651.2583,1684.45593261719,,1651.3
Switzerland,CHE,2003,1664.5405,1682.56811523438,,1664.5
Switzerland,CHE,2004,1694.9532,1695.48608398438,,1695
Switzerland,CHE,2005,1689.9702,1691.87475585938,,1690
Switzerland,CHE,2006,1679.2384,1688.31860351562,,1679.2
Switzerland,CHE,2007,1668.87,1685.462890625,,1668.9
Switzerland,CHE,2008,1659.459,1687.34509277344,,1659.5
Switzerland,CHE,2009,1650.7788,1657.75183105469,,1650.8
Switzerland,CHE,2010,1624.3464,1670.61010742188,,1624.3
Switzerland,CHE,2011,1619.3169,1670.52673339844,,1619.3
Switzerland,CHE,2012,1603.2313,1661.24133300781,,1603.2
Switzerland,CHE,2013,1582.8923,1655.58605957031,,1582.9
Switzerland,CHE,2014,1575.3215,1647.35998535156,,1575.3
Switzerland,CHE,2015,1589.4751,1648.29138183594,,1589.5
Switzerland,CHE,2016,1589.6758,,,1590.2
Switzerland,CHE,2017,1589.6758,,,1569.5
Switzerland,CHE,2018,,,,1561.2
Switzerland,CHE,2019,,,,1556.9
Taiwan,TWN,1951,2374.0693,,,
Taiwan,TWN,1952,2371.8262,,,
Taiwan,TWN,1953,2369.585,,,
Taiwan,TWN,1954,2367.3459,,,
Taiwan,TWN,1955,2365.1091,,,
Taiwan,TWN,1956,2362.8743,,,
Taiwan,TWN,1957,2360.6416,,,
Taiwan,TWN,1958,2358.4111,,,
Taiwan,TWN,1959,2356.1829,,,
Taiwan,TWN,1960,2353.9563,,,
Taiwan,TWN,1961,2351.7322,,,
Taiwan,TWN,1962,2349.51,,,
Taiwan,TWN,1963,2347.29,,,
Taiwan,TWN,1964,2345.072,,,
Taiwan,TWN,1965,2342.8562,,,
Taiwan,TWN,1966,2340.6426,,,
Taiwan,TWN,1967,2338.4309,,,
Taiwan,TWN,1968,2336.2214,,,
Taiwan,TWN,1969,2334.0139,,,
Taiwan,TWN,1970,2331.8086,,,
Taiwan,TWN,1971,2330.8506,,,
Taiwan,TWN,1972,2326.832,,,
Taiwan,TWN,1973,2321.9348,,,
Taiwan,TWN,1974,2324.6641,,,
Taiwan,TWN,1975,2322.5195,,,
Taiwan,TWN,1976,2317.8567,,,
Taiwan,TWN,1977,2310.4609,,,
Taiwan,TWN,1978,2303.0276,,,
Taiwan,TWN,1979,2336.6174,,,
Taiwan,TWN,1980,2313.9087,,,
Taiwan,TWN,1981,2310.124,,,
Taiwan,TWN,1982,2269.4377,,,
Taiwan,TWN,1983,2254.772,,,
Taiwan,TWN,1984,2254.2988,,,
Taiwan,TWN,1985,2244.3638,,,
Taiwan,TWN,1986,2242.9446,,,
Taiwan,TWN,1987,2276.5342,,,
Taiwan,TWN,1988,2250.5142,,,
Taiwan,TWN,1989,2231.5903,,,
Taiwan,TWN,1990,2230.644,,,
Taiwan,TWN,1991,2217.8704,,,
Taiwan,TWN,1992,2220.2358,,,
Taiwan,TWN,1993,2240.5791,,,
Taiwan,TWN,1994,2184.7539,,,
Taiwan,TWN,1995,2224.4939,,,
Taiwan,TWN,1996,2198.0005,,,
Taiwan,TWN,1997,2141.229,,,
Taiwan,TWN,1998,2192.3232,,,
Taiwan,TWN,1999,2190.4309,,,
Taiwan,TWN,2000,2180.4958,,,
Taiwan,TWN,2001,2125.6169,,,
Taiwan,TWN,2002,2111.8972,,,
Taiwan,TWN,2003,2117.1011,,,
Taiwan,TWN,2004,2135.552,,,
Taiwan,TWN,2005,2127.5093,,,
Taiwan,TWN,2006,2134.6057,,,
Taiwan,TWN,2007,2129.8748,,,
Taiwan,TWN,2008,2073.5764,,,
Taiwan,TWN,2009,2054.1794,,,
Taiwan,TWN,2010,2062.6953,,,
Taiwan,TWN,2011,2052.7603,,,
Taiwan,TWN,2012,2066.9531,,,
Taiwan,TWN,2013,2062.2222,,,
Taiwan,TWN,2014,2059.0552,,,
Taiwan,TWN,2015,2057.2129,,,
Taiwan,TWN,2016,1989.1476,,,
Taiwan,TWN,2017,1990.3212,,,
Thailand,THA,1970,2455.3882,,,
Thailand,THA,1971,2455.3594,,,
Thailand,THA,1972,2352.2505,,,
Thailand,THA,1973,2471.6731,,,
Thailand,THA,1974,2489.0171,,,
Thailand,THA,1975,2461.7449,,,
Thailand,THA,1976,2457.4976,,,
Thailand,THA,1977,2453.686,,,
Thailand,THA,1978,2528.9993,,,
Thailand,THA,1979,2619.8672,,,
Thailand,THA,1980,2710.0938,,,
Thailand,THA,1981,2632.8503,,,
Thailand,THA,1982,2348.6577,,,
Thailand,THA,1983,2682.0732,,,
Thailand,THA,1984,2700.7273,,,
Thailand,THA,1985,2672.2749,,,
Thailand,THA,1986,2671.416,,,
Thailand,THA,1987,2625.6653,,,
Thailand,THA,1988,2648.564,,,
Thailand,THA,1989,2715.4182,,,
Thailand,THA,1990,2579.7546,,,
Thailand,THA,1991,2627.6155,,,
Thailand,THA,1992,2643.4509,,,
Thailand,THA,1993,2564.5964,,,
Thailand,THA,1994,2614.2803,,,
Thailand,THA,1995,2609.0884,,,
Thailand,THA,1996,2555.252,,,
Thailand,THA,1997,2485.231,,,
Thailand,THA,1998,2533.8186,,,
Thailand,THA,1999,2498.4678,,,
Thailand,THA,2000,2502.5249,,,
Thailand,THA,2001,2404.644,,,
Thailand,THA,2002,2393.9397,,,
Thailand,THA,2003,2383.6968,,,
Thailand,THA,2004,2389.0415,,,
Thailand,THA,2005,2337.9712,,,
Thailand,THA,2006,2325.6384,,,
Thailand,THA,2007,2329.801,,,
Thailand,THA,2008,2342.0806,,,
Thailand,THA,2009,2354.0847,,,
Thailand,THA,2010,2349.2905,,,
Thailand,THA,2011,2357.5569,,,
Thailand,THA,2012,2312.438,,,
Thailand,THA,2013,2273.4939,,,
Thailand,THA,2014,2247.321,,,
Thailand,THA,2015,2185.4456,,,
Thailand,THA,2016,2185.4456,,,
Thailand,THA,2017,2185.4456,,,
Trinidad and Tobago,TTO,1991,1585.0601,,,
Trinidad and Tobago,TTO,1992,1564.7506,,,
Trinidad and Tobago,TTO,1993,1580.2424,,,
Trinidad and Tobago,TTO,1994,1591.5376,,,
Trinidad and Tobago,TTO,1995,1602.2916,,,
Trinidad and Tobago,TTO,1996,1618.5393,,,
Trinidad and Tobago,TTO,1997,1627.1366,,,
Trinidad and Tobago,TTO,1998,1630.5153,,,
Trinidad and Tobago,TTO,1999,1636.525,,,
Trinidad and Tobago,TTO,2000,1663.8954,,,
Trinidad and Tobago,TTO,2001,1668.0447,,,
Trinidad and Tobago,TTO,2002,1634.8004,,,
Turkey,TUR,1970,2086,,,2086
Turkey,TUR,1971,2077,,,2077
Turkey,TUR,1972,2069,,,2069
Turkey,TUR,1973,2060,,,2060
Turkey,TUR,1974,2044,,,2044
Turkey,TUR,1975,2028,,,2028
Turkey,TUR,1976,2012,,,2012
Turkey,TUR,1977,1996,,,1996
Turkey,TUR,1978,1980,,,1980
Turkey,TUR,1979,1964,,,1964
Turkey,TUR,1980,1957,,,1957
Turkey,TUR,1981,1950,,,1950
Turkey,TUR,1982,1943,,,1943
Turkey,TUR,1983,1935,,,1935
Turkey,TUR,1984,1871,,,1871
Turkey,TUR,1985,1898,,,1898
Turkey,TUR,1986,1883,,,1883
Turkey,TUR,1987,1844,,,1844
Turkey,TUR,1988,1837,,,1837
Turkey,TUR,1989,1867,,,1867
Turkey,TUR,1990,1866,,,1866
Turkey,TUR,1991,1870,,,1870
Turkey,TUR,1992,1897,,,1897
Turkey,TUR,1993,1917,,,1917
Turkey,TUR,1994,1886,,,1886
Turkey,TUR,1995,1876,,,1876
Turkey,TUR,1996,1892,,,1892
Turkey,TUR,1997,1878,,,1878
Turkey,TUR,1998,1884,,,1884
Turkey,TUR,1999,1925,,,1925
Turkey,TUR,2000,1937,,,1937
Turkey,TUR,2001,1942,,,1942
Turkey,TUR,2002,1943,,,1943
Turkey,TUR,2003,1943,,,1943
Turkey,TUR,2004,1918,,,1918
Turkey,TUR,2005,1936,,,1936
Turkey,TUR,2006,1944,,,1944
Turkey,TUR,2007,1911,,,1911
Turkey,TUR,2008,1900,,,1900
Turkey,TUR,2009,1881,,,1881
Turkey,TUR,2010,1877,,,1877
Turkey,TUR,2011,1864,,,1864
Turkey,TUR,2012,1855,,,1855
Turkey,TUR,2013,1832,,,1832
Turkey,TUR,2014,1832,,,
Turkey,TUR,2015,1832,,,
Turkey,TUR,2016,1832,,,
Turkey,TUR,2017,1832,,,
United Kingdom,GBR,1870,,,2755,
United Kingdom,GBR,1880,,,2740,
United Kingdom,GBR,1890,,,2669,
United Kingdom,GBR,1900,,,2656,
United Kingdom,GBR,1913,,,2656,
United Kingdom,GBR,1929,,,2257,
United Kingdom,GBR,1938,,,2200,
United Kingdom,GBR,1950,2183.9436,,2112,
United Kingdom,GBR,1951,2192.6638,,,
United Kingdom,GBR,1952,2160.8586,,,
United Kingdom,GBR,1953,2164.7798,,,
United Kingdom,GBR,1954,2168.9309,,,
United Kingdom,GBR,1955,2167.363,,,
United Kingdom,GBR,1956,2153.7795,,,
United Kingdom,GBR,1957,2132.2522,,,
United Kingdom,GBR,1958,2102.4534,,,
United Kingdom,GBR,1959,2112.238,,,
United Kingdom,GBR,1960,2103.5837,,2134,
United Kingdom,GBR,1961,2066.811,,,
United Kingdom,GBR,1962,2029.0448,,,
United Kingdom,GBR,1963,2020.5967,,,
United Kingdom,GBR,1964,2020.8336,,,
United Kingdom,GBR,1965,1997.568,,,
United Kingdom,GBR,1966,1941.6097,,,
United Kingdom,GBR,1967,1929.5275,,,
United Kingdom,GBR,1968,1922.2015,,,
United Kingdom,GBR,1969,1912.6047,,,
United Kingdom,GBR,1970,1870.8944,,1919,1775
United Kingdom,GBR,1971,1830.1425,,,1740
United Kingdom,GBR,1972,1851.3665,,,1709
United Kingdom,GBR,1973,1860.2523,,,1761
United Kingdom,GBR,1974,1845.297,,,1725
United Kingdom,GBR,1975,1814.0796,,,1720
United Kingdom,GBR,1976,1807.0242,,,1705
United Kingdom,GBR,1977,1816.9293,,,1687
United Kingdom,GBR,1978,1818.0375,,,1669
United Kingdom,GBR,1979,1815.493,,,1662
United Kingdom,GBR,1980,1785.3964,,1758,1619
United Kingdom,GBR,1981,1749.12,,,1567
United Kingdom,GBR,1982,1745.4192,,,1581
United Kingdom,GBR,1983,1739.5485,1710.62426757812,,1568
United Kingdom,GBR,1984,1745.7526,1679.1572265625,,1583
United Kingdom,GBR,1985,1748.0818,1695.33935546875,,1613
United Kingdom,GBR,1986,1742.7368,1698.21899414062,,1616
United Kingdom,GBR,1987,1747.5668,1707.53894042969,,1606
United Kingdom,GBR,1988,1754.7257,1713.62915039062,,1642
United Kingdom,GBR,1989,1758.5569,1719.25805664062,,1631
United Kingdom,GBR,1990,1745.9441,1718.77001953125,1698,1618
United Kingdom,GBR,1991,1720.5466,1694.44689941406,,1615
United Kingdom,GBR,1992,1714.3304,1696.54931640625,,1583
United Kingdom,GBR,1993,1710.316,1692.40771484375,,1577
United Kingdom,GBR,1994,1720.5905,1705.07214355469,,1586
United Kingdom,GBR,1995,1722.6252,1713.97973632812,,1590
United Kingdom,GBR,1996,1722.0925,1704.697265625,,1592
United Kingdom,GBR,1997,1721.1954,1709.73815917969,,1571
United Kingdom,GBR,1998,1716.9994,1704.64807128906,,1585
United Kingdom,GBR,1999,1708.6104,1679.11975097656,,1578
United Kingdom,GBR,2000,1692.954,1668.06030273438,1653,1566
United Kingdom,GBR,2001,1695.9764,,,1565
United Kingdom,GBR,2002,1678.5614,1655.38415527344,,1549
United Kingdom,GBR,2003,1669.3804,1635.59033203125,,1538
United Kingdom,GBR,2004,1666.7157,1622.11706542969,,1525
United Kingdom,GBR,2005,1669.7372,1615.59765625,,1541
United Kingdom,GBR,2006,1663.9857,1613.69604492188,,1536
United Kingdom,GBR,2007,1665.8214,1618.76391601562,,1538
United Kingdom,GBR,2008,1660.4688,1626.12768554688,,1518
United Kingdom,GBR,2009,1638.3318,1615.87805175781,,1513
United Kingdom,GBR,2010,1643.2079,1608.05725097656,,1502
United Kingdom,GBR,2011,1641.3157,1596.72692871094,,1514
United Kingdom,GBR,2012,1655.1066,1605.9951171875,,1528
United Kingdom,GBR,2013,1665.8917,1613.73291015625,,1537
United Kingdom,GBR,2014,1672.2679,1627.95690917969,,1543
United Kingdom,GBR,2015,1669.0747,1627.25073242188,,1527
United Kingdom,GBR,2016,1668.3876,,,1541
United Kingdom,GBR,2017,1670.2728,,,1540
United Kingdom,GBR,2018,,,,1535
United Kingdom,GBR,2019,,,,1538
United States,USA,1870,,,3096,
United States,USA,1880,,,3044,
United States,USA,1890,,,2983,
United States,USA,1900,,,2938,
United States,USA,1913,,,2900,
United States,USA,1929,,,2316,
United States,USA,1938,,,1756,
United States,USA,1950,1989.238,,2008,1968
United States,USA,1951,2030.5599,,,1987
United States,USA,1952,2026.7347,,,1988
United States,USA,1953,2020.25,,,1993
United States,USA,1954,1997.0837,,,1984
United States,USA,1955,2004.5018,,,2003
United States,USA,1956,1989.365,,,2002
United States,USA,1957,1961.5238,,,1973
United States,USA,1958,1927.5476,,,1947
United States,USA,1959,1952.8529,,,1958
United States,USA,1960,1934.2875,,2033,1952
United States,USA,1961,1919.7972,,,1941
United States,USA,1962,1939.2451,,,1960
United States,USA,1963,1927.4596,,,1972
United States,USA,1964,1933.1255,,,1975
United States,USA,1965,1952.99,,,1984
United States,USA,1966,1961.7112,,,1974
United States,USA,1967,1938.9489,,,1951
United States,USA,1968,1935.2845,,,1940
United States,USA,1969,1935.9679,,,1938
United States,USA,1970,1891.412,,1942,1907
United States,USA,1971,1875.6472,,,1894
United States,USA,1972,1873.3199,,,1890
United States,USA,1973,1871.6733,,,1891
United States,USA,1974,1843.8124,,,1860
United States,USA,1975,1812.4165,,,1839
United States,USA,1976,1808.4502,,,1841
United States,USA,1977,1808.5083,,,1844
United States,USA,1978,1814.8193,,,1836
United States,USA,1979,1817.1194,,,1834
United States,USA,1980,1801.3328,,1853,1816
United States,USA,1981,1788.8071,,,1812
United States,USA,1982,1771.0435,,,1803
United States,USA,1983,1779.0808,1816.28686523438,,1822
United States,USA,1984,1794.722,1842.68518066406,,1839
United States,USA,1985,1800.7004,1843.91857910156,,1838
United States,USA,1986,1780.5117,1845.48315429688,,1829
United States,USA,1987,1787.9778,1858.17431640625,,1839
United States,USA,1988,1797.7433,1869.22436523438,,1837
United States,USA,1989,1809.9222,1873.6240234375,,1848
United States,USA,1990,1795.5515,1873.44213867188,1840,1827
United States,USA,1991,1787.2532,1863.11645507812,,1823
United States,USA,1992,1775.0881,1865.56494140625,,1827
United States,USA,1993,1790.0741,1879.73327636719,,1840
United States,USA,1994,1807.9658,1878.23059082031,,1839
United States,USA,1995,1817.5757,1891.126953125,,1839
United States,USA,1996,1823.6223,1889.14416503906,,1840
United States,USA,1997,1828.6818,1903.79748535156,,1843
United States,USA,1998,1839.5144,1904.58166503906,,1842
United States,USA,1999,1841.6412,1908.65795898438,,1839
United States,USA,2000,1844.9187,1916.07580566406,1878,1832
United States,USA,2001,1823.8229,1898.82995605469,,1811
United States,USA,2002,1806.9037,1895.66735839844,,1806
United States,USA,2003,1791.0933,1889.76782226562,,1796
United States,USA,2004,1789.9679,1892.68713378906,,1798
United States,USA,2005,1787.311,1895.52807617188,,1794
United States,USA,2006,1787.5776,1902.02075195312,,1796
United States,USA,2007,1786.0842,1900.79357910156,,1795
United States,USA,2008,1767.0127,1889.95373535156,,1786
United States,USA,2009,1729.9553,1845.8310546875,,1760
United States,USA,2010,1736.095,1843.7119140625,,1772
United States,USA,2011,1745.0492,1844.95776367188,,1778
United States,USA,2012,1745.438,1856.31945800781,,1782
United States,USA,2013,1750.0786,1857.23999023438,,1780
